state,account length,area code,phone number,international plan,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn
50,90,408,1459,0,39,94.8,89,219.1,91,197.4,65,11.4,5,1,0
38,174,415,923,0,15,221.8,143,210.6,115,221.8,109,12.4,9,1,0
37,95,415,752,0,0,269.0,120,233.7,120,179.3,61,7.3,4,2,1
38,79,415,1349,0,0,268.3,114,185.5,111,264.6,88,6.3,7,1,1
36,123,415,2305,0,27,198.7,127,249.0,105,173.2,124,12.5,5,1,0
46,99,415,1881,0,0,115.5,75,218.1,111,254.9,98,11.5,7,7,1
13,114,415,1890,0,0,202.1,100,195.7,102,291.8,120,13.3,5,2,0
38,141,510,1367,0,0,215.6,113,200.6,81,153.8,107,12.4,6,1,0
32,132,408,3096,0,0,169.9,107,209.4,121,206.1,79,11.5,2,1,0
9,133,510,2292,0,0,201.7,85,169.4,116,286.3,80,6.0,4,0,0
43,133,408,2591,0,0,221.1,133,160.2,140,161.8,84,8.4,3,4,0
46,93,510,408,0,32,218.7,117,115.0,61,192.7,85,9.4,5,2,0
19,34,415,1651,0,0,293.7,89,272.5,71,178.2,76,11.0,10,2,1
37,140,415,208,0,0,120.3,108,240.4,84,216.4,74,7.7,3,4,1
8,96,415,638,0,26,175.8,96,206.6,84,178.0,105,11.1,2,2,0
9,144,510,2000,0,0,278.5,95,240.7,90,120.0,90,11.6,5,1,1
13,24,408,515,0,29,236.3,105,190.8,114,129.0,105,7.2,2,3,0
20,54,415,2880,0,0,273.8,113,119.6,156,267.6,117,11.7,3,1,0
49,50,408,761,0,0,131.1,129,160.5,94,206.9,88,5.6,9,5,1
13,92,415,3166,0,23,167.4,83,258.6,129,116.4,110,11.2,3,4,0
33,96,408,1694,0,0,197.7,68,250.5,53,181.2,67,10.5,3,3,0
35,146,415,1125,0,0,169.5,93,230.9,71,269.8,115,9.0,7,2,0
13,138,415,442,1,17,225.2,116,173.4,88,145.8,99,11.7,4,0,0
40,102,408,1455,0,0,174.5,73,213.7,114,164.7,116,10.3,5,4,0
24,76,510,3215,0,0,129.7,84,177.5,80,228.9,87,7.5,3,5,1
29,99,415,2101,0,0,200.0,66,107.9,104,233.7,82,11.4,2,3,0
27,83,510,1379,0,36,95.9,87,261.6,105,228.6,109,13.3,4,0,0
21,36,510,283,0,25,152.8,110,242.8,67,147.4,74,9.1,2,1,0
22,70,510,2573,0,0,129.9,102,208.7,133,231.4,93,14.3,3,1,0
3,109,415,2695,1,0,268.4,85,150.6,131,297.9,84,9.7,8,2,1
3,100,415,193,0,0,188.5,152,148.3,115,179.8,88,15.2,5,2,0
11,104,408,953,0,0,170.6,97,162.1,111,210.7,131,6.1,1,1,0
31,106,415,2469,0,0,191.4,124,200.7,116,230.1,76,8.2,3,1,0
25,84,510,1875,0,0,75.3,96,179.9,113,193.8,134,12.3,1,1,0
19,80,510,58,0,0,149.8,123,276.3,75,241.4,75,10.9,7,2,0
40,100,510,769,0,0,115.9,87,111.3,56,170.2,77,7.1,4,1,0
23,99,408,2138,0,0,128.8,86,203.9,105,282.6,131,14.1,4,2,0
49,50,510,1123,0,0,131.7,108,216.5,103,196.1,126,11.0,5,1,0
25,105,415,586,0,0,101.4,48,159.1,119,259.2,53,12.2,2,1,0
45,113,415,2617,0,23,149.0,104,235.8,67,201.8,76,9.5,5,4,0
25,111,415,2720,0,36,96.8,123,170.6,105,166.0,85,13.4,4,2,0
32,161,408,2467,0,0,107.5,121,256.4,46,247.2,131,12.6,3,2,0
43,70,415,513,0,0,232.8,95,303.4,111,255.6,104,12.9,7,0,1
11,97,415,2846,0,43,121.1,105,260.2,115,222.4,100,8.3,5,3,0
47,130,510,2809,0,0,124.3,70,270.7,99,239.5,83,3.5,6,0,0
48,92,415,849,0,0,157.7,101,298.6,100,216.9,99,13.8,3,1,0
5,119,408,1467,0,0,124.3,68,207.1,88,157.4,93,14.8,1,0,0
33,115,415,254,0,0,286.4,125,205.7,74,191.4,141,6.9,6,1,1
39,134,415,3022,0,0,141.7,95,205.6,101,218.5,60,8.8,6,0,0
45,127,408,3048,0,25,173.0,91,245.8,64,300.0,99,4.8,3,0,0
31,80,415,102,0,0,268.7,120,301.0,147,167.0,140,5.8,1,2,1
28,153,415,2061,0,31,218.5,130,134.2,103,118.9,105,9.4,6,0,0
23,85,415,1284,0,0,255.3,114,194.6,83,276.6,78,3.7,5,3,0
11,79,415,256,0,0,41.9,124,211.0,95,237.9,55,11.4,5,1,0
28,35,415,1226,0,0,260.8,87,258.1,78,131.3,123,5.8,2,1,0
48,120,408,1666,0,26,239.4,94,259.4,88,238.0,132,7.7,3,0,0
23,68,510,1521,0,0,226.7,94,168.4,129,188.7,117,10.2,1,0,0
7,60,408,1018,0,0,179.3,147,208.9,89,248.2,98,13.5,6,1,1
16,120,510,2281,0,0,158.0,110,197.0,103,154.9,132,10.0,5,1,0
26,71,510,1285,0,23,175.7,82,258.9,136,268.4,154,14.1,7,1,0
49,124,415,1131,0,0,157.4,107,167.8,112,188.8,102,8.8,3,3,0
21,23,510,1738,0,0,113.1,74,168.8,95,262.9,126,6.9,2,1,1
50,225,415,1647,0,0,182.7,142,246.5,63,218.0,103,8.8,2,1,0
34,181,415,3308,1,0,161.3,83,124.4,83,262.0,98,14.1,3,0,1
46,63,415,858,0,0,142.5,92,208.3,102,228.9,120,7.5,2,2,0
27,54,415,2836,1,0,190.5,108,259.7,108,141.5,111,9.7,2,2,1
24,80,408,2742,1,15,159.3,110,170.6,120,141.2,82,11.9,5,1,0
27,118,408,453,1,39,153.8,106,123.3,111,117.8,103,9.2,6,1,0
31,42,408,537,1,0,180.7,127,174.6,94,165.3,114,12.0,6,2,0
35,134,408,1029,0,0,202.7,105,224.9,90,253.9,108,12.1,7,0,0
43,66,415,2633,0,35,190.8,100,261.3,93,209.5,108,8.9,6,0,0
47,66,415,331,0,0,205.1,102,232.7,109,259.9,95,9.2,6,2,0
42,127,415,445,0,28,235.6,124,236.8,113,241.2,127,7.7,2,1,0
11,146,510,2196,0,0,189.3,77,155.9,128,186.0,83,7.4,3,0,0
50,93,408,1207,0,42,166.9,101,273.2,84,171.0,106,11.5,1,1,0
6,77,415,297,0,0,245.2,87,254.1,83,239.4,91,7.5,4,0,1
32,111,415,758,0,0,132.6,125,221.1,67,127.9,101,12.7,2,4,1
31,125,415,2803,0,0,182.3,64,139.8,121,171.6,96,11.6,7,2,0
1,115,510,2217,0,14,192.3,86,88.7,90,229.4,120,10.5,3,2,0
23,115,510,2207,1,0,122.0,110,220.2,100,179.7,124,10.8,2,2,1
27,114,408,2760,0,0,193.0,101,250.0,81,133.3,79,9.6,2,2,0
35,106,415,1327,0,0,158.6,112,220.0,114,252.9,106,9.1,3,0,0
28,118,415,60,0,39,91.5,125,219.9,113,229.0,99,12.7,8,2,0
5,59,510,127,0,0,153.6,92,205.5,88,114.5,89,12.5,10,1,0
28,87,415,567,1,40,221.6,79,157.1,74,222.4,124,11.5,3,1,0
34,21,415,280,0,0,244.7,81,168.0,117,281.5,87,6.6,1,1,0
48,142,408,560,0,24,239.8,103,285.9,65,256.7,106,9.5,4,0,0
50,62,415,336,0,0,172.4,132,230.5,100,228.2,109,11.0,5,0,0
37,149,415,122,0,0,242.5,83,245.4,97,219.6,80,10.0,3,3,1
5,54,510,1186,0,39,117.6,82,159.2,60,236.4,113,11.3,10,2,0
18,112,510,2928,0,0,174.5,127,259.3,71,170.5,120,11.3,7,1,0
1,68,510,602,0,0,157.3,83,220.9,85,218.9,129,12.0,7,1,0
43,201,415,2849,0,21,192.0,97,239.1,81,116.1,125,15.1,3,1,0
38,88,510,2409,0,0,218.2,76,169.3,60,141.1,99,8.0,1,1,0
14,85,415,2234,0,29,144.6,97,140.0,102,165.4,148,10.9,3,1,0
8,51,415,3274,1,0,153.6,108,232.9,85,214.2,92,14.1,4,0,1
24,45,510,2485,0,29,135.8,104,222.5,101,235.6,92,7.9,6,2,0
2,116,510,2910,0,0,160.7,69,146.8,106,287.8,144,8.2,5,0,0
35,146,408,2257,0,31,202.5,91,241.4,108,169.6,77,7.8,2,1,0
48,63,510,2377,0,34,152.2,119,227.1,91,195.7,103,12.3,5,1,0
10,133,510,2300,0,0,227.4,90,73.2,135,114.3,99,4.7,7,0,0
17,125,408,30,0,0,191.6,115,205.6,108,210.2,123,9.2,3,2,0
35,72,510,2972,0,0,138.9,111,211.6,102,179.5,91,10.8,3,1,0
42,130,408,2584,0,0,127.0,102,206.9,107,231.7,99,6.1,6,0,0
41,97,415,2023,0,0,168.6,87,259.2,105,279.8,123,7.3,4,1,0
34,54,415,759,0,0,286.6,73,223.2,108,203.7,107,11.5,5,1,1
10,160,415,510,0,29,164.6,121,262.8,108,123.8,131,15.2,4,1,0
43,79,415,116,0,0,144.0,90,135.8,91,212.4,129,13.0,4,1,0
49,92,415,1218,0,47,141.6,95,207.9,130,203.6,95,10.2,11,0,0
22,59,415,1705,0,0,204.3,65,247.3,123,214.7,94,12.0,4,1,0
28,132,510,1587,0,0,163.2,80,167.6,90,87.5,90,6.2,10,1,0
29,21,510,2861,0,0,225.0,110,244.2,111,221.2,93,10.7,4,0,0
41,93,415,203,0,0,176.1,103,199.7,130,263.9,96,8.5,6,2,0
31,147,415,1837,0,36,254.2,78,228.1,105,98.0,125,13.8,7,5,0
0,101,510,2973,0,0,174.9,105,262.0,75,210.0,93,8.5,5,1,0
6,125,415,2917,1,0,187.3,118,160.7,111,263.8,112,9.6,2,0,1
5,63,415,2886,0,0,211.8,84,230.9,137,217.1,99,10.7,9,3,0
20,107,415,816,0,0,241.9,102,126.9,117,185.6,92,11.7,6,0,0
28,110,408,737,0,0,196.1,103,199.7,123,135.9,71,12.9,1,3,0
30,83,415,3101,0,0,231.3,100,210.4,84,217.4,106,12.4,2,3,0
23,117,408,1621,0,0,161.6,104,196.3,119,294.8,111,13.8,2,1,0
17,124,415,494,0,0,194.0,103,241.0,116,227.5,153,11.9,5,0,0
30,115,510,2539,0,0,109.7,148,223.8,87,240.3,96,15.4,8,3,0
5,156,408,1753,1,0,277.0,119,238.3,106,94.4,96,8.3,3,1,0
17,89,408,486,0,0,192.1,83,163.6,88,169.7,138,6.1,3,0,0
17,72,415,3222,0,0,198.4,147,216.9,121,112.8,125,13.1,4,0,0
15,101,415,185,0,42,209.2,82,159.7,74,181.6,100,9.5,3,0,0
37,53,415,2059,0,0,184.8,98,216.4,125,141.1,116,18.4,3,2,0
41,116,408,2304,0,0,167.8,119,142.0,123,190.7,128,7.3,4,2,0
8,78,408,46,0,0,139.2,140,191.4,113,286.5,125,11.8,3,3,0
37,117,415,2627,0,17,221.3,82,167.6,100,262.7,87,4.4,4,0,0
29,56,510,2871,0,0,121.6,84,165.3,115,243.9,95,8.9,2,1,0
35,123,408,2430,0,39,270.4,99,245.1,110,108.9,113,15.4,7,1,0
35,127,408,2440,0,0,139.6,94,240.9,112,127.1,88,8.8,4,2,0
2,116,415,2439,0,23,253.0,78,138.9,121,277.8,104,11.8,3,2,0
16,138,510,1314,0,26,183.9,83,240.7,93,185.7,125,15.0,3,1,0
43,120,415,1049,0,0,203.3,108,259.9,66,115.9,103,7.8,2,3,0
48,102,408,1210,0,0,200.6,106,152.5,127,199.4,128,7.7,2,3,0
37,95,415,1339,0,0,167.6,96,176.0,89,250.9,113,13.4,6,2,0
45,102,408,749,0,0,156.5,67,204.3,103,141.9,72,9.9,2,2,0
2,89,415,1356,0,25,215.1,140,197.4,69,162.1,117,10.6,10,1,0
6,50,408,873,0,0,301.7,82,167.1,118,72.2,89,10.5,6,1,0
35,93,415,2473,0,42,152.3,90,267.5,102,266.9,130,11.3,5,7,0
50,68,510,2492,0,0,195.4,116,212.1,101,138.4,134,15.1,11,1,0
14,70,408,1937,0,0,208.7,97,275.5,83,182.5,122,8.0,3,2,0
24,138,415,2848,0,29,190.1,87,223.2,123,256.2,130,14.2,6,0,0
7,141,415,232,0,37,185.4,87,178.5,128,218.3,107,8.0,3,4,0
19,112,415,1138,0,17,183.2,95,252.8,125,156.7,95,9.7,3,0,0
30,117,510,2444,1,0,54.2,100,303.2,84,171.8,84,8.6,2,1,1
12,1,408,123,0,26,208.0,115,185.0,113,177.7,144,8.1,9,1,0
1,70,415,652,0,0,230.3,110,77.9,87,247.1,105,13.2,4,1,0
37,87,510,2379,0,22,240.8,102,75.9,106,224.6,115,7.1,3,2,0
49,52,510,1645,0,21,195.7,119,106.2,95,157.4,94,5.3,3,2,0
47,97,408,1644,0,0,276.1,82,201.1,106,231.3,73,8.9,4,0,1
33,105,408,3078,0,0,166.1,93,175.9,106,243.5,55,16.2,3,2,0
40,77,510,1508,0,28,135.9,117,244.5,102,207.5,74,11.5,3,4,1
27,80,415,3282,1,0,189.1,122,223.2,92,269.0,116,13.9,3,2,1
30,120,510,2382,0,43,177.9,117,175.1,70,161.3,117,11.5,4,1,0
50,54,408,2762,0,39,143.9,73,210.3,117,129.2,117,12.5,8,2,0
9,148,510,2362,1,0,148.2,138,159.6,123,197.4,62,8.6,3,2,0
38,119,408,527,0,0,287.1,115,159.3,99,216.8,86,13.9,1,2,1
27,162,408,451,0,26,179.7,144,218.1,129,212.3,105,9.3,8,1,1
24,85,510,1967,0,0,165.8,96,190.0,141,144.0,116,10.9,3,5,1
16,101,510,3020,0,25,144.1,144,167.6,105,240.0,107,14.5,3,1,0
17,172,415,573,0,0,172.5,85,253.1,71,221.6,113,5.9,6,0,0
8,80,415,1726,0,0,199.8,138,167.1,91,271.8,94,5.5,4,1,0
48,67,510,3157,0,0,109.1,134,142.3,76,91.2,86,10.9,5,2,0
5,86,408,3248,0,0,171.8,106,301.7,44,139.4,108,9.7,5,1,0
32,107,415,2824,0,0,222.3,101,286.0,111,249.4,117,12.1,4,1,1
8,133,510,195,0,0,245.8,102,264.7,90,111.7,103,11.2,7,0,0
14,116,510,1209,0,0,164.6,110,270.6,103,230.4,109,8.0,3,0,0
47,63,408,529,0,0,211.7,107,271.7,77,203.3,108,7.4,7,0,0
19,119,408,3165,1,16,147.2,103,160.1,96,184.0,120,7.7,2,0,1
35,133,408,1816,1,0,254.7,103,252.2,80,178.1,103,8.0,3,0,1
42,94,408,1456,1,0,170.1,113,271.8,94,110.7,78,8.7,4,1,0
19,69,510,889,0,0,195.1,91,261.5,57,203.8,90,11.4,5,0,0
22,146,408,2761,0,0,149.3,83,187.1,130,149.8,100,7.9,4,7,1
43,119,510,1222,0,0,81.9,75,253.8,114,213.1,125,8.9,1,2,1
30,142,408,1955,1,25,191.1,109,149.6,120,227.8,60,9.8,3,0,0
20,123,408,1509,0,0,206.9,115,224.4,86,197.4,60,8.3,2,3,0
25,101,408,2117,0,0,239.0,156,273.0,106,278.2,93,13.5,8,1,1
3,43,415,1256,0,0,179.3,97,252.7,126,227.5,114,8.0,5,0,0
15,69,408,1091,0,0,185.3,91,219.1,88,243.6,107,5.5,5,0,0
34,15,510,2345,1,0,141.4,80,123.9,76,323.5,88,8.1,3,2,0
48,107,510,2402,0,25,248.6,91,119.3,115,194.3,83,12.0,1,1,0
49,67,510,1642,0,0,152.5,131,252.4,107,185.4,104,4.9,3,2,0
34,99,415,2075,0,0,145.6,102,230.9,87,181.5,86,11.4,7,1,0
36,46,415,1001,0,0,164.2,116,196.2,153,236.1,119,8.1,1,1,0
27,55,408,1171,1,0,221.0,115,165.4,97,235.4,117,9.7,4,1,0
17,39,415,1154,0,0,295.4,126,232.1,117,204.4,123,11.5,2,1,1
43,92,510,349,0,0,139.8,98,174.9,143,201.6,135,9.4,7,2,0
6,56,415,2784,0,0,162.3,99,149.1,78,255.5,115,14.8,1,4,1
29,76,415,262,0,0,272.7,97,236.4,95,235.5,105,7.7,2,0,1
11,132,408,1237,1,33,200.3,75,226.6,67,198.8,91,12.9,3,2,0
40,140,510,730,0,28,157.1,77,172.4,97,184.5,94,11.1,9,1,0
0,51,510,920,1,12,135.8,60,200.6,134,192.4,98,12.3,7,2,0
41,27,408,1792,0,0,236.7,110,231.9,92,164.7,85,12.7,6,1,0
13,224,510,1213,0,0,111.4,133,175.0,66,217.2,106,5.5,6,3,0
36,105,510,2740,1,28,156.1,89,107.1,114,167.7,95,14.7,3,0,1
47,117,408,1893,0,0,191.1,93,282.8,56,84.8,118,12.0,4,2,0
41,91,415,1098,0,0,153.0,123,141.1,127,171.5,76,10.3,15,1,1
35,135,415,3002,0,0,218.8,123,242.8,64,85.8,80,10.3,3,4,0
45,146,415,1296,0,0,205.4,101,134.9,77,310.5,83,10.3,2,3,0
48,147,415,2747,1,0,225.2,111,184.9,98,143.2,146,9.9,1,0,1
15,68,510,120,0,0,249.9,127,254.5,118,273.2,98,8.9,6,2,1
32,68,408,2434,0,0,131.6,89,137.0,109,256.3,107,10.2,5,3,0
11,86,408,2486,0,21,197.9,99,165.6,100,208.0,120,10.1,9,0,0
17,131,415,2557,0,0,166.5,129,210.2,107,257.2,93,9.9,5,1,0
35,86,415,1061,0,29,225.4,79,187.1,112,281.1,112,12.9,3,1,0
46,159,415,278,0,0,275.8,103,189.5,108,223.9,93,7.4,5,2,1
3,134,415,177,0,40,142.9,105,88.6,61,290.0,96,10.8,6,1,0
46,113,510,1172,0,0,207.2,113,256.0,80,211.0,87,9.9,1,1,0
24,132,408,3017,0,0,206.2,100,211.2,118,196.2,122,10.2,6,1,0
1,85,415,1479,0,0,210.3,66,195.8,76,221.6,82,11.2,7,1,0
31,93,510,2004,1,38,225.7,117,119.6,122,193.2,125,14.0,7,1,1
47,174,408,900,0,33,167.8,91,205.3,91,130.0,132,14.5,4,4,1
34,61,415,585,0,0,197.7,118,152.2,96,221.0,93,7.0,3,2,0
7,91,415,2014,0,39,169.8,105,65.2,116,144.4,92,10.9,4,1,0
29,88,408,2411,0,28,190.6,104,237.3,105,211.6,116,9.8,1,2,0
19,88,408,1963,0,45,80.3,140,153.3,101,309.2,123,12.8,3,2,0
46,195,415,1765,0,36,231.7,110,225.1,88,201.7,89,12.1,2,0,0
32,182,415,1940,0,0,69.1,114,230.3,109,256.7,96,6.5,4,0,0
5,118,408,20,0,0,188.8,60,217.4,64,220.1,100,8.2,7,4,0
30,103,408,1559,0,0,150.6,125,169.1,126,221.2,104,10.4,8,8,1
14,65,510,1517,0,0,192.0,89,139.5,88,187.4,102,5.5,4,2,0
44,61,408,307,0,25,163.7,78,113.2,112,134.1,118,9.9,3,3,0
49,172,415,1092,0,0,211.7,100,198.7,101,301.7,136,6.5,9,1,0
31,72,415,3332,0,0,175.5,103,132.3,120,242.9,96,11.8,3,1,0
32,113,510,1413,0,0,150.1,120,200.1,85,266.7,105,11.0,3,2,0
28,177,408,2018,0,0,189.5,99,176.3,117,225.9,112,14.2,2,1,0
47,100,408,1928,0,0,70.8,94,215.6,102,230.8,125,9.5,1,6,1
32,67,415,2712,0,0,215.5,102,190.7,95,214.5,106,8.6,6,1,0
8,136,415,925,0,0,101.7,105,202.8,99,136.2,119,9.4,6,3,0
10,71,415,2248,0,0,258.4,132,126.8,119,182.4,87,9.7,8,4,0
11,134,408,1548,0,0,242.4,126,152.9,115,318.3,115,11.8,6,1,0
6,124,415,163,0,0,131.8,82,284.3,119,305.5,101,11.3,2,1,0
31,84,415,3006,0,0,190.2,102,197.7,141,247.5,102,9.8,6,2,0
21,39,408,1391,0,0,154.1,104,204.2,112,196.2,92,9.8,4,2,0
36,110,510,1057,0,0,188.0,127,90.5,118,150.3,64,15.3,3,3,0
42,102,510,659,0,0,103.1,70,275.0,129,141.1,92,11.2,5,1,0
50,70,415,1363,0,0,175.4,130,159.5,130,260.6,96,11.6,4,0,0
34,142,415,351,0,0,145.4,93,209.1,98,214.0,96,10.9,1,1,0
8,81,510,1654,1,0,250.6,85,187.9,50,120.3,131,7.8,5,1,0
39,17,415,2441,0,0,161.5,123,214.2,81,315.0,106,8.6,5,1,0
38,119,408,1755,0,0,260.1,101,256.5,68,229.1,89,10.0,2,1,1
11,105,415,2608,0,0,281.3,124,301.5,96,202.8,109,8.7,3,0,1
20,108,415,1678,1,42,130.1,90,167.0,128,244.7,80,13.6,5,3,1
45,90,415,1436,0,0,102.0,118,113.3,134,188.6,105,11.4,3,2,0
15,100,415,1322,0,33,218.7,104,155.0,144,99.0,117,12.1,4,1,0
37,155,408,3058,0,30,128.5,86,188.4,91,254.4,85,6.8,6,1,0
3,113,510,2686,0,0,128.7,100,227.1,67,178.1,135,9.2,4,2,1
48,123,415,1578,0,0,172.2,92,162.6,76,250.3,101,8.7,4,1,0
45,145,408,2285,0,0,199.2,124,126.0,86,289.2,135,7.6,3,1,0
24,42,415,2942,0,0,184.5,98,200.5,93,279.2,91,8.8,3,2,0
33,125,510,313,0,0,168.6,99,175.6,107,243.3,92,10.9,7,0,0
11,131,415,2813,0,30,174.0,118,205.3,81,218.2,90,6.7,3,1,0
47,107,415,2987,0,0,230.4,65,257.4,80,107.3,88,8.5,3,1,0
14,48,408,519,0,0,198.2,73,202.8,115,146.4,73,5.1,5,1,0
14,76,510,2578,0,0,186.1,96,211.6,100,230.6,100,8.0,4,0,0
18,128,415,231,0,0,148.5,105,243.0,106,255.2,114,6.8,2,1,0
48,73,415,3240,0,0,157.1,109,268.8,83,181.5,91,10.0,8,0,0
43,52,415,1346,0,0,155.0,110,133.4,104,176.1,84,7.0,4,4,1
22,126,415,2342,1,26,129.3,123,176.5,114,154.5,102,9.6,7,1,0
27,124,415,902,0,0,188.5,77,182.0,123,218.2,127,6.1,6,1,0
47,137,408,1090,0,0,208.8,120,225.3,100,221.6,130,11.1,5,0,0
28,71,510,1641,0,0,238.0,82,278.5,94,193.1,134,11.8,10,0,1
29,139,415,1706,0,0,211.1,103,206.9,108,193.9,70,5.6,4,0,0
25,107,510,903,0,30,198.9,87,207.0,90,159.8,76,12.6,4,3,0
17,147,408,2416,0,0,212.8,79,204.1,91,156.2,113,10.2,2,1,0
39,116,510,3004,0,0,137.4,126,120.0,94,130.3,64,12.4,2,3,0
34,60,510,31,0,31,191.8,75,267.8,135,200.5,62,12.8,3,2,0
43,38,510,3045,0,0,149.0,92,49.2,78,163.3,93,13.9,11,0,0
8,63,408,1315,0,0,117.1,118,249.6,90,162.2,84,11.1,4,3,0
32,94,415,2155,0,0,108.0,79,241.9,152,252.1,92,10.4,3,3,0
39,131,415,1188,0,0,112.8,133,199.4,116,142.7,105,10.1,5,0,0
25,158,510,2966,0,0,175.9,105,188.3,88,188.3,98,11.0,6,1,0
34,139,510,2534,0,0,236.6,109,169.9,107,212.3,118,11.1,2,1,1
29,77,415,810,0,0,169.4,102,184.9,144,234.3,89,2.0,7,1,0
48,140,415,1147,0,0,129.6,79,246.2,99,172.1,124,9.4,10,3,0
17,72,408,2843,0,0,177.1,97,184.7,105,174.1,94,8.0,6,1,0
41,52,510,1135,0,20,133.3,63,184.1,123,272.9,107,13.5,2,1,0
45,103,510,2310,0,0,167.8,121,212.9,123,208.2,73,13.0,3,5,0
16,74,415,340,0,32,174.6,107,310.6,115,234.7,92,9.0,4,1,0
28,124,415,844,0,0,150.3,101,255.9,112,136.7,62,12.5,4,2,0
5,85,510,2360,0,21,283.2,110,239.7,108,149.5,80,6.3,1,5,0
17,113,408,2661,0,20,157.8,83,161.5,56,271.5,100,8.7,2,5,1
47,71,408,1009,0,0,141.2,132,149.1,90,171.4,72,7.0,2,2,0
33,177,415,3137,0,27,230.2,106,196.1,78,215.4,108,10.4,2,1,0
40,49,415,463,1,0,237.8,92,208.9,119,167.8,86,15.6,6,2,1
39,106,510,3172,1,0,204.0,84,168.5,61,164.0,102,13.3,3,3,1
13,60,510,2885,0,0,221.1,106,178.6,48,202.7,90,7.4,3,1,0
17,43,408,3182,0,0,177.2,93,142.6,60,314.1,144,12.7,2,4,0
21,66,510,136,0,0,118.0,133,248.1,99,214.4,122,5.3,5,1,0
41,125,415,2718,0,0,163.8,73,255.6,85,192.9,95,15.7,4,0,0
40,114,510,1344,0,4,141.3,96,230.4,88,223.7,85,9.4,3,3,0
42,112,415,438,0,0,272.5,119,226.1,94,159.1,94,16.4,5,3,1
26,101,408,1254,0,16,118.9,112,228.3,97,180.1,111,8.2,5,2,0
48,70,415,2769,0,0,7.9,100,136.4,83,156.6,89,12.1,1,0,0
0,59,408,3116,0,0,159.5,96,167.2,123,138.6,106,10.2,4,0,0
3,59,408,2055,0,0,150.2,70,185.7,98,212.5,128,12.1,2,1,0
26,124,415,3268,0,30,144.5,35,262.3,101,226.5,82,12.0,7,2,0
8,99,415,3077,0,0,140.7,88,210.9,98,229.9,125,12.4,4,2,0
45,150,510,258,0,0,169.2,123,216.8,83,179.4,107,12.6,3,1,0
19,81,510,2663,0,0,220.8,77,148.5,87,183.9,100,7.6,3,2,0
15,86,510,1108,0,0,216.3,96,266.3,77,214.0,110,4.5,3,0,0
20,84,510,1490,0,0,169.5,96,157.6,94,98.2,70,10.6,7,0,0
33,118,510,1888,0,35,256.3,119,258.1,91,215.5,130,11.7,1,1,0
5,89,415,2153,0,0,179.7,128,299.8,92,185.3,120,7.6,3,1,0
16,93,415,3200,0,0,266.0,120,130.1,84,165.8,63,13.1,6,3,0
2,85,415,1861,0,0,96.7,97,193.8,95,171.7,88,9.7,3,2,0
50,160,408,404,0,0,82.7,116,194.6,95,159.0,54,10.9,9,0,0
38,28,415,255,0,0,168.2,87,161.7,92,192.4,112,10.1,3,3,0
43,73,408,477,0,0,286.4,109,178.2,67,214.2,152,10.7,14,1,1
34,156,408,369,0,0,174.3,95,186.6,128,258.2,105,12.9,5,3,0
37,33,415,608,1,0,190.6,100,161.7,104,189.9,136,13.0,6,1,0
4,77,510,279,0,0,175.5,86,205.1,78,245.2,100,17.8,3,4,0
34,119,415,547,0,0,133.4,102,204.6,71,196.9,103,11.1,7,1,0
2,91,510,3095,0,27,204.6,96,136.0,93,210.5,82,6.6,2,3,0
22,102,510,1895,0,0,242.2,88,233.2,89,188.5,121,6.2,6,3,0
36,86,415,2386,0,33,253.1,112,210.1,94,95.0,98,11.9,4,3,0
43,82,415,1139,0,0,130.0,110,185.3,88,178.7,105,8.3,4,0,0
27,89,408,179,0,0,105.9,151,189.6,142,170.9,67,12.7,7,0,0
13,86,415,1007,0,0,194.2,98,193.8,95,192.0,123,9.3,7,3,0
14,134,408,1946,0,0,183.8,111,123.5,92,160.7,105,6.1,2,1,0
37,92,415,2091,0,0,196.5,82,190.0,89,163.2,99,10.8,2,2,0
41,87,510,1298,0,0,184.5,81,172.0,103,183.4,96,13.7,3,3,0
29,64,408,1203,0,0,261.9,113,148.1,99,145.2,74,13.8,4,0,0
39,80,510,184,0,0,202.4,118,260.2,67,177.4,112,9.2,5,3,0
20,165,415,2494,0,39,167.4,113,172.7,94,192.6,113,9.5,4,3,0
13,153,415,2946,0,22,167.7,104,246.8,91,203.9,117,7.5,11,1,0
21,41,415,2530,0,30,191.7,109,193.0,86,149.4,93,11.1,4,1,0
41,108,415,2228,0,0,240.2,78,230.3,109,217.0,83,5.2,1,2,0
34,104,415,2233,0,26,189.1,112,178.2,97,199.3,104,11.1,4,1,0
8,115,408,894,0,0,127.7,67,182.9,90,172.9,92,10.6,7,1,0
36,87,415,2089,0,0,205.2,106,99.5,122,189.5,75,13.4,3,1,0
40,159,415,2371,0,23,153.6,93,216.9,88,161.3,91,12.6,3,2,0
15,119,510,1930,0,0,154.5,129,193.6,87,180.9,145,13.4,3,2,0
33,69,415,2108,0,0,153.7,109,194.0,105,256.1,114,14.1,6,1,0
14,87,408,3151,1,36,171.2,138,185.8,102,227.6,97,10.8,3,1,0
41,93,510,2870,0,0,328.1,106,151.7,89,303.5,114,8.7,3,1,1
36,154,415,1667,1,0,145.9,69,208.2,141,180.9,106,14.4,10,0,1
